speciesNameSCI	imageName	imageSourceUrl	PhotographerName	photographerUrl	license
Phoenicurus ochruros	Black Redstart	http://www.flickr.com/photos/yeliseev/178090527/	Sergey Yeliseev	http://www.flickr.com/people/yeliseev/	http://creativecommons.org/licenses/by-nc-nd/2.0/
Emberiza aureola	Yellow-breasted Bunting	http://www.flickr.com/photos/yeliseev/3622435987/	Sergey Yeliseev	http://www.flickr.com/people/yeliseev/	http://creativecommons.org/licenses/by-nc-nd/2.0/
Haliaeetus albicilla	White-tailed Eagle - Haliaeetus albicilla - Haförn	http://www.flickr.com/photos/omarrun/2322380142/in/set-72157624553701560/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Falco rusticolus	Gyr falcon - Falco rusticolus - Fálki	http://www.flickr.com/photos/omarrun/4974677362/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Falco vespertinus	Red-footed Falcon	http://www.flickr.com/photos/markkilner/2570298620/	Mark Kilner	http://www.flickr.com/people/markkilner/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Dendrocopos leucotos	White-backed Woodpecker - 2 of 3	http://www.flickr.com/photos/ressaure/4359281787/in/set-72157622635320013/	Tatiana Bulyonkova	http://www.flickr.com/people/ressaure/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Bubo scandiacus	The Owl on the Roof	http://www.flickr.com/photos/jowo/3008837711/	Joel Dinda	https://www.flickr.com/photos/jowo/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Gavia stellata	Red-throated Diver - Gavia stellata - Lómur	http://www.flickr.com/photos/omarrun/2647690760/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Tachybaptus ruficollis	Tachybaptus ruficollis, potápka malá, Little Grebe	http://www.flickr.com/photos/jurecek/3687342140/	Rudo Jureček	http://www.flickr.com/people/jurecek/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Podiceps auritus	Slavonian Crebe - Podiceps auritus - Flórgoði	http://www.flickr.com/photos/omarrun/4683713016/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Ardea cinerea	Héron en vol	http://www.flickr.com/photos/giuss95/1813870273/in/set-72157600354197608/	Luciano Giussani	http://www.flickr.com/people/giuss95/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Cygnus olor	Swan and Cygnets	http://www.flickr.com/photos/markkilner/4678069347/in/set-72157594344569266/	Mark Kilner	http://www.flickr.com/people/markkilner/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Cygnus cygnus	Cygnus Cygnus/Whooper Swan	http://www.flickr.com/photos/giuss95/2183452762/	Luciano Giussani	http://www.flickr.com/people/giuss95/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Anser anser	Greylag Goose - Anser anser - Grágæs	http://www.flickr.com/photos/omarrun/2392897365/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Anser caerulescens	Snow Goose - Anser caerulescens - Snjógæs	http://www.flickr.com/photos/omarrun/3422628530/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Anser indicus	Oie à tête barrée ( Anser indicus)	http://www.flickr.com/photos/giuss95/1530994183/	Luciano Giussani	http://www.flickr.com/people/giuss95/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Tadorna tadorna	Shelducks	http://www.flickr.com/photos/markkilner/4636192006/	Mark Kilner	http://www.flickr.com/people/markkilner/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Anas penelope	Eurasian Wigeon - Anas penelope - Rauðhöfðaönd	http://www.flickr.com/photos/omarrun/4389732494/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Anas strepera	Gadwall - Anas strepera - Gargönd	http://www.flickr.com/photos/omarrun/3525400013/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Anas crecca	Sarcelle d'hiver ( Anas crecca ) ( Common Teal )	http://www.flickr.com/photos/giuss95/2991642469/in/set-72157600354197608/	Luciano Giussani	http://www.flickr.com/people/giuss95/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Anas platyrhynchos	Mallard (Anas platyrhynchos)	http://www.flickr.com/photos/markkilner/3360781404/	Mark Kilner	http://www.flickr.com/people/markkilner/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Anas acuta	Pintail - Anas acuta - Grafönd	http://www.flickr.com/photos/omarrun/427136097/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Anas querquedula	Garganey - Anas querquedula - Taumönd	http://www.flickr.com/photos/omarrun/4648935304/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Anas clypeata	Shoveler (Anas clypeata)	http://www.flickr.com/photos/markkilner/3956076386/	Mark Kilner	http://www.flickr.com/people/markkilner/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Aythya fuligula	NULL	http://www.flickr.com/photos/giuss95/5043724796/	Luciano Giussani	http://www.flickr.com/people/giuss95/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Aythya marila	Greater Scaup	http://www.flickr.com/photos/vsmithuk/816257898/	Vince Smith	http://www.flickr.com/people/vsmithuk/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Somateria mollissima	Eider à duvet	http://www.flickr.com/photos/giuss95/1828945468/in/set-72157600354197608/	Luciano Giussani	http://www.flickr.com/people/giuss95/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Clangula hyemalis	Male Long-tailed Duck at Reid State Park, Maine	http://www.flickr.com/photos/daveinmaine/3105676812/	David Maher	http://www.flickr.com/people/daveinmaine/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Melanitta nigra	Black Scoter - Melanitta nigra - Hrafnsönd	http://www.flickr.com/photos/omarrun/4675594029/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Bucephala clangula	Schellente (Bucephala clangula) ♂	http://www.flickr.com/photos/gartenfreuden/5326425695/	gartenfreuden	http://www.flickr.com/people/gartenfreuden/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Mergellus albellus	Mergellus albellus	http://www.flickr.com/photos/acdha/4302915812/	Chris Adams	http://www.flickr.com/people/acdha/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Mergus serrator	Red-breasted merganser - Mergus serrator - Toppönd	http://www.flickr.com/photos/omarrun/4393897675/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Mergus merganser	Goosander and young ones	http://www.flickr.com/photos/marko_k/538910166/	Marko Kivelä	http://www.flickr.com/people/marko_k/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Pernis apivorus	PM	http://www.flickr.com/photos/26642064@N06/3989314435/	Philippe Macquet	http://www.flickr.com/people/26642064@N06/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Circus aeruginosus	Marsh Harrier (Circus aeruginosus)	http://www.flickr.com/photos/markkilner/3444674445/	Mark Kilner	http://www.flickr.com/people/markkilner/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Circus cyaneus	Hen Harrier	http://www.flickr.com/photos/ressaure/4609605900/	Tatiana Bulyonkova	http://www.flickr.com/people/ressaure/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Accipiter gentilis	Azor, Accipiter gentilis (Linnaeus, 1758).	http://www.flickr.com/photos/chausinho/4599567906/	chausinho / Arturo	http://www.flickr.com/people/chausinho/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Accipiter nisus	Sparrowhawk (closer)	http://www.flickr.com/photos/markkilner/4699043981/in/set-72157594344569266/	Mark Kilner	http://www.flickr.com/people/markkilner/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Buteo lagopus	Piekana		Aleksi Lehikoinen	https://tuhat.halvi.helsinki.fi/portal/en/persons/aleksi-lehikoinen(58cebd1b-88c1-44da-afa8-f8cc796f518a).html	http://creativecommons.org/licenses/by-nc-sa/3.0/
Pandion haliaetus	Osprey1480.jpg	http://www.flickr.com/photos/hvargas/3251861067/	Hernan Vargas	http://www.flickr.com/people/hvargas/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Falco tinnunculus	Faucon crécerelle (Falco Tinnunculus) Kestrel	http://www.flickr.com/photos/giuss95/1947175961/in/set-72157600354197608/	Luciano Giussani	http://www.flickr.com/people/giuss95/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Falco columbarius	Merlin - Falco columbarius - Smyrill	http://www.flickr.com/photos/omarrun/3423800165/in/set-72157624553701560/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Falco subbuteo	Hobby (Falco subbuteo)	http://www.flickr.com/photos/markkilner/4607094010/	Mark Kilner	http://www.flickr.com/people/markkilner/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Lagopus lagopus	Willow Grouse - Lagopus lagopus	http://www.flickr.com/photos/larsfl/5548972617/	Lars Falkdalen Lindahl	http://www.flickr.com/people/larsfl/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Lagopus muta	Rock Ptarmigan - Lagopus muta - Rjúpa	http://www.flickr.com/photos/omarrun/5117821331/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Tetrao tetrix	Tetrao tetrix	http://commons.wikimedia.org/wiki/File:Black_Grouse_Nationalpark_Bayerischer_Wald.jpg?uselang=fi	Aconcagua	http://commons.wikimedia.org/wiki/User:Aconcagua	http://creativecommons.org/licenses/by-sa/3.0/
Perdix perdix	Selfless	http://www.flickr.com/photos/ressaure/4773234663/	Tatiana Bulyonkova	http://www.flickr.com/people/ressaure/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Rallus aquaticus	Water Rail	http://www.flickr.com/photos/markkilner/384764439/	Mark Kilner	http://www.flickr.com/people/markkilner/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Haematopus ostralegus	Oystercatcher - Haematopus ostralegus - Tjaldur	http://www.flickr.com/photos/omarrun/3517601297/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Charadrius hiaticula	Ringed Plover - Charadrius hiaticula - Sandlóa	http://www.flickr.com/photos/omarrun/3590350566/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Pluvialis apricaria	Golden Plover - Pluvialis apricaria - Heiðlóa	http://www.flickr.com/photos/omarrun/4761509477/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Calidris alpina	Dunlin - Calidris alpina - Lóuþræll	http://www.flickr.com/photos/omarrun/5013179908/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Gallinago gallinago	Common Snipe - Gallinago gallinago - Hrossagaukur	http://www.flickr.com/photos/omarrun/3685813324/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Scolopax rusticola	Woodcock - Scolopax rusticola - Skógarsnípa	http://www.flickr.com/photos/omarrun/5327479076/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Limosa lapponica	Bartailed Godwit - Limosa lapponica - Lappajaðrakan	http://www.flickr.com/photos/omarrun/5136195687/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Numenius phaeopus	Whimbrel - Numenius phaeopus - Spói	http://www.flickr.com/photos/omarrun/4866578727/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Numenius arquata	Curlew (Numenius arquata)	http://www.flickr.com/photos/markkilner/5283276356/	Mark Kilner	http://www.flickr.com/people/markkilner/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Tringa erythropus	Mustaviklo		Aleksi Lehikoinen	https://tuhat.halvi.helsinki.fi/portal/en/persons/aleksi-lehikoinen(58cebd1b-88c1-44da-afa8-f8cc796f518a).html	http://creativecommons.org/licenses/by-nc-sa/3.0/
Tringa totanus	Common Redshank - Tringa totanus - Stelkur	http://www.flickr.com/photos/omarrun/5167404282/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Tringa stagnatilis	小青足鷸 Marsh Sandpiper Tringa stagnatilis	http://www.flickr.com/photos/waders/127334911/	Changhua Coast Conservation Action	http://www.flickr.com/people/waders/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Tringa nebularia	Chevalier aboyeur(Tringa nebularia )- Common Greenshank	http://www.flickr.com/photos/giuss95/3449731525/in/set-72157600354197608/	Luciano Giussani	http://www.flickr.com/people/giuss95/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Tringa ochropus	Green Sandpiper - Tringa ochropus - Trjástelkur	http://www.flickr.com/photos/omarrun/4981815483/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Arenaria interpres	Ruddy turnstone	http://www.flickr.com/photos/marko_k/403768539/	Marko Kivelä	http://www.flickr.com/people/marko_k/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Phalaropus lobatus	Red-necked Phalarope - Churchill Canada_010060-43	http://www.flickr.com/photos/francesco_veronesi/4492935147/	Francesco Veronesi	http://www.flickr.com/people/francesco_veronesi/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Stercorarius parasiticus	Merikihu		Aleksi Lehikoinen	https://tuhat.halvi.helsinki.fi/portal/en/persons/aleksi-lehikoinen(58cebd1b-88c1-44da-afa8-f8cc796f518a).html	http://creativecommons.org/licenses/by-nc-sa/3.0/
Stercorarius longicaudus	Long-tailed Skua - Stercorarius longicaudus - Fjallkjói	http://www.flickr.com/photos/omarrun/4710606756/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Hydrocoloeus minutus	Little Gull - Hungary_CS4E4693-72	http://www.flickr.com/photos/francesco_veronesi/4571874755/	Francesco Veronesi	http://www.flickr.com/people/francesco_veronesi/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Larus ridibundus	Black-headed Gull - Chroicocephalus ridibundus - Hettumáfur	http://www.flickr.com/photos/omarrun/2418968143/in/set-72157623747992632/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Larus argentatus	Herring Gull - Larus argentatus - Silfurmáfur	http://www.flickr.com/photos/omarrun/2386128842/in/set-72157623747992632/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Larus marinus	PM	http://www.flickr.com/photos/26642064@N06/3989316715/	Philippe Macquet	http://www.flickr.com/people/26642064@N06/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Hydroprogne caspia	DSX_00267a	http://www.flickr.com/photos/jroldenettel/3142066381/	Jerry Oldenettel	http://www.flickr.com/people/jroldenettel/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Sterna paradisaea	Arctic Tern - Sterna paradisea - Kría	http://www.flickr.com/photos/omarrun/4609375543/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Sternula albifrons	Jonathan Livingston Tern	http://www.flickr.com/photos/tariquesani/3764591083/	Tarique Sani	http://www.flickr.com/people/tariquesani/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Uria aalge	Common Guillemot (Uria aalge)	http://www.flickr.com/photos/blackartz/4578901169/	Julian Black	http://www.flickr.com/people/blackartz/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Alca torda	Razorbill II	http://www.flickr.com/photos/keithmarshall/75887568/	Keith  Marshall	http://www.flickr.com/people/keithmarshall/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Cepphus grylle	Black Guillemot - Cepphus grylle - Teista	http://www.flickr.com/photos/omarrun/3781951693/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Columba livia	Sunbathing	http://www.flickr.com/photos/giuss95/2192991162/in/set-72157600354197608/	Luciano Giussani	http://www.flickr.com/people/giuss95/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Columba oenas	Stock Dove (Columba oenas)	http://www.flickr.com/photos/markkilner/3428851645/	Mark Kilner	http://www.flickr.com/people/markkilner/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Columba palumbus	NULL	http://www.flickr.com/photos/markkilner/4841424048/	Mark Kilner	http://www.flickr.com/people/markkilner/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Streptopelia turtur	tortola atusandose el plumaje	http://www.flickr.com/photos/trebol_a/4644745026/	Trebol-a	http://www.flickr.com/people/trebol_a/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Cuculus canorus	One from the archives	http://www.flickr.com/photos/markkilner/3151462920/	Mark Kilner	http://www.flickr.com/people/markkilner/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Surnia ulula	Northern Hawk Owl, again	http://www.flickr.com/photos/28113115@N00/3223088741/	Petroglyph	http://www.flickr.com/people/28113115@N00/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Glaucidium passerinum	Eurasian pygmy owl	http://www.flickr.com/photos/seelilie/4396509858/	Sibylle Stofer	http://www.flickr.com/people/seelilie/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Strix aluco	Strix aluco, Herálec, Czech Republic	http://commons.wikimedia.org/wiki/File:Strix_aluco_1_%28Bohu%C5%A1_%C4%8C%C3%AD%C4%8Del%29.jpg	Bohuš Číčel	http://www.flickr.com/photos/bcicel/	http://creativecommons.org/licenses/by-sa/3.0/
Strix uralensis	Strix uralensis - a glimpse	http://www.flickr.com/photos/ressaure/4372627519/in/set-72157622635320013/	Tatiana Bulyonkova	http://www.flickr.com/people/ressaure/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Strix nebulosa	Great Grey Owl (Strix nebulosa)	http://www.flickr.com/photos/crotach/3235042012/	Crotach	http://www.flickr.com/people/crotach/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Asio otus	Long-eared Owl - Asio otus - Eyrugla	http://www.flickr.com/photos/omarrun/4736517401/in/set-72157624553701560/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Asio flammeus	Short-eared Owl - Asio flammeus - Brandugla	http://www.flickr.com/photos/omarrun/4908788712/in/set-72157624553701560/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Apus apus	Swift - Apus apus - Múrsvölungur	http://www.flickr.com/photos/omarrun/4978110828/	Ómar Runólfsson	http://www.flickr.com/people/omarrun/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Picus canus	Picus canus	http://www.flickr.com/photos/35471829@N08/4336045282/	Antti Vesanen	http://www.flickr.com/people/35471829@N08/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Dryocopus martius	Dryocopus martius	http://www.flickr.com/photos/ressaure/4094727373/	Tatiana Bulyonkova	http://www.flickr.com/people/ressaure/	http://creativecommons.org/licenses/by-nc-sa/2.0/
